geolocation_city,product_category_name,total_orders
espigao do oeste,cool_stuff,66
espigão alto do iguaçu,automotivo,1
espigão do oeste,cool_stuff,24
espinosa,informatica_acessorios,540
espirito santo do pinhal,utilidades_domesticas,900
espirito santo do turvo,fashion_bolsas_e_acessorios,18
esplanada,beleza_saude,47
espumoso,automotivo,222
espírito santo do pinhal,utilidades_domesticas,236
espírito santo do turvo,fashion_bolsas_e_acessorios,3
estacao,beleza_saude,26
estancia,informatica_acessorios,183
estancia velha,cama_mesa_banho,385
estação,beleza_saude,3
esteio,telefonia,458
estiva,moveis_decoracao,30
estiva gerbi,moveis_decoracao,80
estreito,automotivo,46
estrela,cool_stuff,465
estrela d oeste,cama_mesa_banho,5
estrela d'oeste,cama_mesa_banho,27
estrela do indaia,audio,13
estrela do indaiá,audio,4
estrela do norte,fashion_underwear_e_moda_praia,21
estrela do sul,cama_mesa_banho,12
estrela doeste,cama_mesa_banho,3
estrela velha,audio,8
estância,informatica_acessorios,39
estância velha,cama_mesa_banho,43
euclides da cunha,cama_mesa_banho,140
euclides da cunha paulista,cama_mesa_banho,32
eugenio de castro,utilidades_domesticas,5
eugenopolis,cama_mesa_banho,66
eugenópolis,cama_mesa_banho,8
eunapolis,informatica_acessorios,486
eunápolis,informatica_acessorios,93
eusebio,agro_industria_e_comercio,325
eusébio,agro_industria_e_comercio,70
ewbank da camara,perfumaria,15
extrema,cama_mesa_banho,1990
extremoz,beleza_saude,16
fagundes,perfumaria,5
farol,ferramentas_jardim,7
farroupilha,cama_mesa_banho,345
fartura,informatica_acessorios,565
fatima,automotivo,36
fatima do sul,brinquedos,40
fatimarmnte dutra,esporte_lazer,3
faxinal,beleza_saude,144
faxinal dos guedes,ferramentas_jardim,300
faxinalzinho,moveis_decoracao,3
fazenda nova,esporte_lazer,40
fazenda rio grande,informatica_acessorios,202
fazenda vilanova,eletronicos,7
feira de santana,relogios_presentes,751
feira nova,papelaria,48
felicio dos santos,esporte_lazer,13
felisburgo,moveis_decoracao,17
felixlandia,construcao_ferramentas_construcao,35
felixlândia,construcao_ferramentas_construcao,8
feliz,automotivo,213
feliz deserto,bebes,3
feliz natal,malas_acessorios,30
felício dos santos,esporte_lazer,4
fenix,cama_mesa_banho,14
fernando prestes,alimentos_bebidas,56
fernandopolis,cama_mesa_banho,2280
fernandópolis,cama_mesa_banho,330
fernao,relogios_presentes,6
fernão,relogios_presentes,1
ferraz de vasconcelos,automotivo,537
ferreiros,beleza_saude,14
ferros,alimentos_bebidas,24
fervedouro,telefonia,72
figueira,moveis_escritorio,64
figueiropolis d oeste,beleza_saude,1
figueiropolis d'oeste,beleza_saude,21
figueiropolis doeste,beleza_saude,2
figueirópolis d'oeste,beleza_saude,3
figueirópolis doeste,beleza_saude,1
filadelfia,esporte_lazer,17
filadélfia,esporte_lazer,2
firminopolis,brinquedos,19
firminópolis,brinquedos,4
flor da serra do sul,bebes,18
flora rica,bebes,6
florai,beleza_saude,19
florania,moveis_decoracao,7
floraí,beleza_saude,4
floreal,moveis_decoracao,11
flores,casa_conforto,51
flores da cunha,automotivo,381
flores de goias,telefonia,11
flores de goiás,telefonia,2
floresta,brinquedos,76
floresta do araguaia,fashion_roupa_masculina,16
florestal,bebes,49
florestopolis,perfumaria,76
florestópolis,perfumaria,14
florian&oacute;polis,cama_mesa_banho,11
floriano,cama_mesa_banho,226
florianopolis,cama_mesa_banho,7371
florianópolis,utilidades_domesticas,1797
florida,bebes,16
florida paulista,beleza_saude,55
florinea,esporte_lazer,1
florinia,esporte_lazer,11
floripa,ferramentas_jardim,2
florínea,esporte_lazer,2
florínia,esporte_lazer,3
flórida paulista,beleza_saude,6
flôr da serra do sul,bebes,2
fonseca,cama_mesa_banho,1
fontoura xavier,cool_stuff,19
formiga,cama_mesa_banho,2364
formigueiro,automotivo,12
formosa,cama_mesa_banho,557
formosa da serra negra,beleza_saude,8
formosa do oeste,moveis_decoracao,37
formosa do rio preto,moveis_escritorio,140
formoso,cool_stuff,30
formoso do araguaia,cool_stuff,36
forquilha,beleza_saude,27
forquilhinha,moveis_decoracao,138
fortaleza,beleza_saude,3182
fortaleza dos valos,bebes,24
fortim,relogios_presentes,19
fortuna,beleza_saude,18
foz do iguacu,cama_mesa_banho,843
foz do iguaçu,cama_mesa_banho,226
foz do jordao,eletronicos,12
foz do jordão,eletronicos,3
fragosos,utilidades_domesticas,2
fraiburgo,cool_stuff,471
franca,moveis_decoracao,7758
franca sp,cama_mesa_banho,3
francisco badaro,artes_e_artesanato,21
francisco badaró,artes_e_artesanato,4
francisco beltrao,esporte_lazer,1150
francisco beltrão,esporte_lazer,269
francisco dantas,perfumaria,3
francisco dumont,casa_conforto,10
francisco morato,cama_mesa_banho,285
francisco sa,brinquedos,30
francisco santos,informatica_acessorios,9
francisco sá,brinquedos,7
franco da rocha,cama_mesa_banho,448
frecheirinha,alimentos,17
frederico westphalen,beleza_saude,537
frei gaspar,moveis_decoracao,8
frei inocencio,cama_mesa_banho,22
frei inocêncio,cama_mesa_banho,5
frei lagonegro,bebes,16
frei martinho,moveis_decoracao,7
frei rogerio,moveis_decoracao,5
frei rogério,moveis_decoracao,2
fronteira,esporte_lazer,129
fronteiras,esporte_lazer,15
fruta de leite,beleza_saude,10
frutal,esporte_lazer,1824
frutuoso gomes,perfumaria,8
fundao,moveis_decoracao,46
fundão,moveis_decoracao,8
fátima,automotivo,21
fátima do sul,brinquedos,7
fênix,cama_mesa_banho,2
gabriel monteiro,cama_mesa_banho,13
galia,cool_stuff,31
galinhos,bebes,2
galvao,beleza_saude,12
galvão,beleza_saude,2
gama,esporte_lazer,11
gameleira,cool_stuff,15
gameleiras,consoles_games,9
gandu,cama_mesa_banho,60
garanhuns,brinquedos,208
garca,informatica_acessorios,1060
garibaldi,moveis_decoracao,384
garopaba,esporte_lazer,904
garrafao do norte,brinquedos,21
garrafão do norte,brinquedos,5
garruchos,market_place,2
garuva,automotivo,43
garça,informatica_acessorios,225
gaspar,informatica_acessorios,352
gastao vidigal,bebes,12
gastão vidigal,bebes,4
gaucha do norte,pet_shop,70
gaurama,automotivo,44
gaviao peixoto,fashion_bolsas_e_acessorios,19
gavião peixoto,fashion_bolsas_e_acessorios,3
gaúcha do norte,pet_shop,18
general camara,papelaria,21
general carneiro,cool_stuff,35
general câmara,papelaria,5
general maynard,informatica_acessorios,2
general salgado,automotivo,57
gentio do ouro,automotivo,9
getulina,automotivo,32
getulio vargas,automotivo,75
getúlio vargas,automotivo,20
gilbues,casa_construcao,9
girau do ponciano,consoles_games,9
girua,esporte_lazer,162
giruá,esporte_lazer,24
glicerio,automotivo,9
glicério,automotivo,3
gloria,automotivo,1
gloria de dourados,cama_mesa_banho,54
gloria do goita,beleza_saude,17
glorinha,automotivo,10
glória de dourados,cama_mesa_banho,10
glória do goitá,beleza_saude,5
godoy moreira,cool_stuff,4
goiabeira,ferramentas_jardim,11
goiana,automotivo,101
goianapolis,beleza_saude,19
goiandira,pet_shop,13
goianesia,beleza_saude,155
goianesia do para,bebes,30
goiania,beleza_saude,2366
goianinha,informatica_acessorios,32
goianira,ferramentas_jardim,94
goianorte,beleza_saude,4
goianá,alimentos_bebidas,4
goianápolis,beleza_saude,5
goianésia,beleza_saude,13
goianésia do pará,bebes,4
goias,cama_mesa_banho,177
goiatuba,beleza_saude,372
goioere,beleza_saude,324
goioerê,beleza_saude,63
goitacazes,brinquedos,82
goiás,cama_mesa_banho,27
goiânia,cama_mesa_banho,661
goncalves,informatica_acessorios,44
goncalves dias,informatica_acessorios,7
gongogi,telefonia,8
gonçalves,informatica_acessorios,8
gonçalves dias,informatica_acessorios,1
gouvea,moveis_escritorio,27
gouveia,moveis_escritorio,72
governador celso ramos,cool_stuff,44
governador dix-sept rosado,relogios_presentes,5
governador eugenio barros,casa_construcao,6
governador eugênio barros,casa_construcao,1
governador lindenberg,beleza_saude,21
governador lomanto junior,automotivo,1
governador mangabeira,informatica_acessorios,22
governador portela,cama_mesa_banho,31
governador valadares,utilidades_domesticas,2673
graccho cardoso,cool_stuff,2
grajau,malas_acessorios,110
grajaú,malas_acessorios,12
gramado,cama_mesa_banho,1256
gramado dos loureiros,cool_stuff,3
gramado xavier,esporte_lazer,3
granada,cool_stuff,2
grandes rios,esporte_lazer,12
granja,artigos_de_natal,40
grao mogol,cama_mesa_banho,23
grao para,casa_conforto,17
gravata,moveis_decoracao,116
gravatai,beleza_saude,335
gravatal,esporte_lazer,46
gravataí,beleza_saude,99
gravatá,moveis_decoracao,28
groairas,relogios_presentes,10
grupiara,moveis_escritorio,8
grão mogol,cama_mesa_banho,3
grão pará,casa_conforto,2
guabiju,ferramentas_jardim,5
guabiruba,cool_stuff,174
guacui,cama_mesa_banho,332
guadalupe,automotivo,42
guaiba,cama_mesa_banho,1272
guaicara,automotivo,76
guaira,beleza_saude,1026
guairaca,construcao_ferramentas_construcao,54
guairaçá,construcao_ferramentas_construcao,10
guaiuba,beleza_saude,16
guaiçara,automotivo,16
guajara mirim,artigos_de_natal,4
guajara-mirim,artigos_de_natal,36
guajará-mirim,artigos_de_natal,21
guamare,construcao_ferramentas_seguranca,9
guamaré,construcao_ferramentas_seguranca,2
guamiranga,utilidades_domesticas,15
guanambi,beleza_saude,2104
guanhaes,cama_mesa_banho,399
guanhães,cama_mesa_banho,72
guape,moveis_escritorio,40
guapiacu,informatica_acessorios,164
guapiara,automotivo,45
guapiaçu,informatica_acessorios,34
guapimirim,esporte_lazer,275
guapirama,moveis_decoracao,17
guapo,cama_mesa_banho,12
guaporanga,pet_shop,1
guapore,informatica_acessorios,882
guaporé,informatica_acessorios,186
guapé,moveis_escritorio,11
guapó,cama_mesa_banho,3
guara,informatica_acessorios,413
guarabira,ferramentas_jardim,184
guaracai,moveis_decoracao,164
guaraci,ferramentas_jardim,74
guaraciaba,esporte_lazer,23
guaraciaba do norte,bebes,37
guarai,ferramentas_jardim,153
guaramirim,automotivo,196
guaranesia,consoles_games,150
guarani,beleza_saude,70
guarani das missoes,automotivo,24
guarani das missões,automotivo,8
guaraniacu,beleza_saude,33
guaraniaçu,beleza_saude,7
guaranta,bebes,28
guaranta do norte,bebes,83
guarantã,bebes,3
guarantã do norte,bebes,17
guaranésia,consoles_games,16
guarapari,cama_mesa_banho,601
guarapua,brinquedos,1
guarapuava,moveis_decoracao,857
guaraquecaba,cama_mesa_banho,11
guaraqueçaba,cama_mesa_banho,3
guarara,beleza_saude,14
guararapes,beleza_saude,1337
guararema,automotivo,320
guarará,beleza_saude,1
guaratinga,beleza_saude,25
guaratingueta,informatica_acessorios,564
guaratinguetá,utilidades_domesticas,103
guaratuba,informatica_acessorios,558
guaraçaí,moveis_decoracao,48
guaraí,ferramentas_jardim,30
guarda-mor,moveis_decoracao,31
guarei,beleza_saude,90
guareí,beleza_saude,24
guariba,beleza_saude,636
guarinos,moveis_decoracao,4
guaruja,cama_mesa_banho,3467
guaruja do sul,beleza_saude,22
guarujá,cama_mesa_banho,838
guarujá do sul,beleza_saude,3
guarulhos,cama_mesa_banho,8951
guarulhos-sp,utilidades_domesticas,3
guará,informatica_acessorios,115
guassusse,informatica_acessorios,1
guassussê,informatica_acessorios,1
guatapara,telefonia,26
guatapará,telefonia,4
guaxupe,cama_mesa_banho,2192
guaxupé,cama_mesa_banho,288
guaçuí,cama_mesa_banho,52
guaíba,cama_mesa_banho,220
guaíra,beleza_saude,247
guia de pacobaiba,beleza_saude,1
guia de pacobaíba,eletronicos,1
guia lopes da laguna,telefonia,22
guidoval,papelaria,26
guimaraes,relogios_presentes,7
guimarania,cool_stuff,22
guimarânia,cool_stuff,6
guiricema,cool_stuff,11
gurupi,perfumaria,157
guzolandia,automotivo,16
guzolândia,automotivo,5
gália,cool_stuff,6
heliopolis,brinquedos,7
heliópolis,brinquedos,6
herculandia,beleza_saude,39
herculândia,beleza_saude,5
herval,cama_mesa_banho,25
herval d oeste,automotivo,98
herval d' oeste,automotivo,7
herval d'oeste,automotivo,497
herval doeste,automotivo,7
herveiras,moveis_decoracao,5
hidreletrica tucurui,esporte_lazer,10
hidrelétrica tucuruí,esporte_lazer,4
hidrolandia,automotivo,23
hidrolina,beleza_saude,17
hidrolândia,automotivo,4
holambra,cama_mesa_banho,588
holambra ii,beleza_saude,42
horizonte,cama_mesa_banho,39
horizontina,automotivo,208
hortolandia,cama_mesa_banho,2551
hortolândia,cama_mesa_banho,519
hulha negra,casa_conforto,11
humaita,beleza_saude,32
humaitá,beleza_saude,9
humberto de campos,cool_stuff,6
iacanga,bebes,102
iaciara,climatizacao,36
iacri,telefonia,54
iacu,cama_mesa_banho,28
iapu,ferramentas_jardim,50
iaras,cama_mesa_banho,25
iati,alimentos_bebidas,7
iaçu,cama_mesa_banho,5
ibaiti,casa_conforto,97
ibarama,moveis_decoracao,9
ibate,esporte_lazer,321
ibateguara,automotivo,7
ibatiba,cama_mesa_banho,260
ibaté,esporte_lazer,93
ibema,moveis_decoracao,15
ibertioga,informatica_acessorios,9
ibia,esporte_lazer,210
ibiaca,beleza_saude,26
ibiai,ferramentas_jardim,17
ibiajara,relogios_presentes,2
ibiam,cama_mesa_banho,16
ibiapina,beleza_saude,24
ibiara,relogios_presentes,7
ibiassuce,cine_foto,11
ibiassucê,cine_foto,6
ibiaçá,beleza_saude,5
ibiaí,ferramentas_jardim,4
ibicarai,cool_stuff,24
ibicaraí,cool_stuff,5
ibicare,market_place,15
ibicaré,market_place,2
ibicoara,eletronicos,16
ibicuitinga,telefonia,6
ibimirim,esporte_lazer,16
ibipeba,esporte_lazer,12
ibipitanga,beleza_saude,16
ibipora,instrumentos_musicais,384
ibiporã,instrumentos_musicais,84
ibira,automotivo,48
ibiracatu,cool_stuff,8
ibiraci,relogios_presentes,54
ibiracu,eletronicos,60
ibiraiaras,pc_gamer,34
ibiraja,cama_mesa_banho,3
ibirajá,cama_mesa_banho,3
ibirama,brinquedos,213
ibirapua,perfumaria,16
ibirapuã,perfumaria,3
ibirarema,telefonia,123
ibirataia,utilidades_domesticas,56
ibiraçu,eletronicos,6
ibirite,cama_mesa_banho,458
ibirité,cama_mesa_banho,60
ibiruba,automotivo,816
ibirubá,automotivo,150
ibirá,automotivo,9
ibitiara,beleza_saude,10
ibitinga,esporte_lazer,1235
ibitira,beleza_saude,2
ibitita,ferramentas_jardim,16
ibititá,ferramentas_jardim,4
ibitiuva,audio,14
ibiuna,cama_mesa_banho,800
ibiá,esporte_lazer,24
ibiúna,cama_mesa_banho,185
ibotirama,telefonia,180
icapui,automotivo,12
icapuí,automotivo,4
icara,construcao_ferramentas_iluminacao,738
icarai de minas,automotivo,7
icaraima,informatica_acessorios,19
icaraí de minas,automotivo,4
icaraíma,informatica_acessorios,5
icatu,bebes,11
icem,beleza_saude,168
ichu,beleza_saude,8
ico,beleza_saude,78
iconha,informatica_acessorios,94
icém,beleza_saude,32
icó,beleza_saude,18
ielmo marinho,eletrodomesticos,1
iepe,beleza_saude,126
iepê,beleza_saude,21
igaci,audio,8
igapora,fashion_bolsas_e_acessorios,21
igaporã,fashion_bolsas_e_acessorios,1
igaracu do tiete,alimentos_bebidas,76
igarapava,informatica_acessorios,332
igarape,perfumaria,438
igarape-acu,relogios_presentes,12
igarape-miri,telefonia,31
igarapé,perfumaria,78
igarapé-açu,relogios_presentes,1
igarapé-miri,telefonia,2
igarassu,beleza_saude,41
igarata,beleza_saude,82
igaratinga,cama_mesa_banho,22
igaratá,beleza_saude,22
igaraçu do tietê,alimentos_bebidas,20
igrapiuna,telefonia,8
igrapiúna,telefonia,4
igreja nova,eletronicos,14
igrejinha,bebes,444
iguaba grande,cama_mesa_banho,760
iguai,bebes,27
iguape,utilidades_domesticas,348
iguaracu,cama_mesa_banho,16
iguaraçu,cama_mesa_banho,2
iguatama,brinquedos,41
iguatu,moveis_decoracao,174
iguaí,bebes,7
ijui,cama_mesa_banho,3971
ijuí,cama_mesa_banho,825
ilha comprida,brinquedos,79
ilha de itamaraca,audio,6
ilha de itamaracá,audio,4
ilha dos valadares,automotivo,1
ilha grande,relogios_presentes,4
ilha solteira,utilidades_domesticas,1776
ilhabela,cama_mesa_banho,2232
ilheus,moveis_decoracao,485
ilhota,beleza_saude,21
ilhéus,moveis_decoracao,101
ilicinea,cama_mesa_banho,39
ilicínea,cama_mesa_banho,7
ilopolis,bebes,19
ilópolis,bebes,5
imaculada,automotivo,3
imbau,automotivo,14
imbaú,automotivo,4
imbe,cama_mesa_banho,570
imbe de minas,ferramentas_jardim,6
imbituba,esporte_lazer,995
imbituva,esporte_lazer,216
imbuia,moveis_escritorio,38
imbé,cama_mesa_banho,168
imbé de minas,ferramentas_jardim,2
imigrante,automotivo,19
imperatriz,beleza_saude,293
inacio martins,esporte_lazer,34
inaciolandia,utilidades_domesticas,28
inaciolândia,utilidades_domesticas,4
inaja,cama_mesa_banho,8
inajá,cama_mesa_banho,6
inconfidentes,moveis_decoracao,192
indaial,informatica_acessorios,449
indaiatuba,cama_mesa_banho,6361
independencia,telefonia,16
indiana,beleza_saude,27
indianopolis,esporte_lazer,19
indianópolis,esporte_lazer,2
indiapora,bebes,15
indiaporã,bebes,3
indiara,beleza_saude,40
indiaroba,relogios_presentes,3
inga,beleza_saude,4
ingai,relogios_presentes,5
ingaí,relogios_presentes,2
ingá,beleza_saude,2
inhambupe,automotivo,177
inhapi,automotivo,9
inhapim,esporte_lazer,252
inhauma,brinquedos,12
inhaúma,brinquedos,2
inhomirim,relogios_presentes,8
inhuma,relogios_presentes,16
inhumas,cama_mesa_banho,294
inimutaba,ferramentas_jardim,32
inoa,utilidades_domesticas,6
inocencia,utilidades_domesticas,14
inocência,utilidades_domesticas,2
inubia paulista,cool_stuff,30
inácio martins,esporte_lazer,6
inúbia paulista,cool_stuff,3
iomere,cama_mesa_banho,5
iomerê,cama_mesa_banho,2
ipaba,cama_mesa_banho,168
ipameri,moveis_decoracao,237
ipanema,beleza_saude,330
ipaporanga,audio,9
ipatinga,utilidades_domesticas,10142
ipaumirim,brinquedos,6
ipaussu,cama_mesa_banho,237
ipe,cama_mesa_banho,15
ipecaeta,esporte_lazer,3
ipecaetá,esporte_lazer,1
ipero,beleza_saude,296
iperó,beleza_saude,68
ipiabas,beleza_saude,4
ipiacu,automotivo,23
ipiau,bebidas,432
ipiaçu,automotivo,7
ipiaú,bebidas,90
ipigua,esporte_lazer,10
ipiguá,esporte_lazer,4
ipira,beleza_saude,102
ipiranga,beleza_saude,23
ipiranga de goias,automotivo,7
ipiranga de goiás,automotivo,2
ipiranga do norte,papelaria,24
ipiranga do sul,market_place,6
ipirá,beleza_saude,20
ipixuna do para,esporte_lazer,17
ipixuna do pará,esporte_lazer,5
ipojuca,eletronicos,285
ipora,esporte_lazer,488
ipora do oeste,informatica_acessorios,72
iporá,esporte_lazer,76
iporã,cool_stuff,9
iporã do oeste,informatica_acessorios,18
ipu,informatica_acessorios,92
ipua,construcao_ferramentas_construcao,830
ipubi,cama_mesa_banho,38
ipueira,cool_stuff,3
ipueiras,esporte_lazer,50
ipuiuna,moveis_decoracao,31
ipuiúna,moveis_decoracao,2
ipumirim,brinquedos,14
ipupiara,construcao_ferramentas_jardim,29
ipuã,construcao_ferramentas_construcao,180
ipê,cama_mesa_banho,4
iracema,bebes,16
iracemapolis,esporte_lazer,284
iracemápolis,esporte_lazer,72
irai,informatica_acessorios,18
irai de minas,eletrodomesticos_2,23
iramaia,beleza_saude,14
irani,automotivo,33
irape,bebes,4
irapua,beleza_saude,60
irapuru,cama_mesa_banho,80
irapuã,beleza_saude,12
irapé,bebes,1
iraquara,telefonia,42
irara,beleza_saude,14
irará,beleza_saude,5
irati,utilidades_domesticas,1484
iraucuba,alimentos,19
irauçuba,alimentos,4
iraí,informatica_acessorios,4
iraí de minas,eletrodomesticos_2,7
irece,moveis_decoracao,1800
irecê,moveis_decoracao,456
iretama,automotivo,21
irineopolis,brinquedos,19
irineópolis,brinquedos,4
irupi,automotivo,16
isaias coelho,telefonia,2
isaías coelho,telefonia,1
ita,perfumaria,72
itaara,cama_mesa_banho,9
itabaiana,ferramentas_jardim,132
itabaianinha,ferramentas_jardim,60
itabata,cool_stuff,15
itabatan,cool_stuff,13
itabatan (mucuri),cool_stuff,2
itabela,cama_mesa_banho,195
itabera,ferramentas_jardim,180
itaberaba,moveis_decoracao,381
itaberai,moveis_decoracao,112
itaberaí,moveis_decoracao,22
itaberá,ferramentas_jardim,39
itabira,informatica_acessorios,5301
itabirinha,esporte_lazer,25
itabirinha de mantena,esporte_lazer,6
itabirito,ferramentas_jardim,2148
itaborai,cama_mesa_banho,322
itaboraí,cama_mesa_banho,94
itabuna,relogios_presentes,681
itacarambi,brinquedos,59
itacare,utilidades_domesticas,120
itacaré,utilidades_domesticas,39
itacoatiara,telefonia,4
itacurussa,automotivo,8
itacurussá,automotivo,2
itagi,cama_mesa_banho,26
itagiba,cama_mesa_banho,9
itagibá,cama_mesa_banho,3
itagimirim,malas_acessorios,16
itaguacu,fashion_bolsas_e_acessorios,56
itaguacu da bahia,beleza_saude,6
itaguai,informatica_acessorios,341
itaguaje,eletronicos,14
itaguajé,eletronicos,4
itaguara,beleza_saude,47
itaguari,bebes,9
itaguaru,beleza_saude,9
itaguaçu,fashion_bolsas_e_acessorios,6
itaguaçu da bahia,beleza_saude,1
itaguaí,informatica_acessorios,75
itai,informatica_acessorios,273
itaicaba,telefonia_fixa,8
itaiopolis,alimentos,86
itaipava,brinquedos,52
itaipulandia,alimentos,31
itaipulândia,alimentos,10
itaitinga,beleza_saude,29
itaituba,telefonia,188
itaiópolis,alimentos,12
itaja,cool_stuff,5
itajai,beleza_saude,1137
itajaí,beleza_saude,272
itajobi,cama_mesa_banho,658
itaju,moveis_decoracao,69
itaju do colonia,telefonia,6
itaju do colônia,telefonia,1
itajuba,informatica_acessorios,2780
itajubá,informatica_acessorios,573
itajuipe,moveis_decoracao,116
itajuípe,moveis_decoracao,32
itajá,cool_stuff,1
italva,esporte_lazer,186
itamaraca,audio,2
itamaraju,bebes,438
itamarandiba,moveis_escritorio,312
itamari,consoles_games,9
itambacuri,beleza_saude,219
itambaraca,ferramentas_jardim,34
itambaracá,ferramentas_jardim,2
itambe,brinquedos,38
itambé,brinquedos,11
itamira,esporte_lazer,10
itamogi,bebes,18
itamonte,cama_mesa_banho,228
itanhaem,moveis_decoracao,8445
itanhandu,cama_mesa_banho,258
itanhanga,cama_mesa_banho,10
itanhangá,cama_mesa_banho,5
itanhaém,moveis_decoracao,1725
itanhem,casa_conforto,20
itanhomi,beleza_saude,86
itanhém,casa_conforto,5
itaobim,ferramentas_jardim,160
itaoca,alimentos_bebidas,6
itaocara,relogios_presentes,407
itapaci,relogios_presentes,165
itapage,beleza_saude,10
itapagipe,bebes,72
itapaje,beleza_saude,62
itapajé,beleza_saude,24
itaparica,pet_shop,28
itape,sinalizacao_e_seguranca,5
itapecerica,beleza_saude,261
itapecerica da serra,informatica_acessorios,713
itapecuru mirim,beleza_saude,35
itapecuru-mirim,beleza_saude,2
itapejara d  oeste,moveis_decoracao,12
itapejara d'oeste,moveis_decoracao,64
itapema,cool_stuff,550
itapemirim,bebes,81
itaperucu,esporte_lazer,54
itaperuna,cama_mesa_banho,2940
itaperuçu,esporte_lazer,18
itapetim,moveis_decoracao,34
itapetinga,relogios_presentes,572
itapetininga,moveis_decoracao,2226
itapeva,fraldas_higiene,490
itapevi,esporte_lazer,2237
itapicuru,papelaria,8
itapipoca,esporte_lazer,279
itapira,esporte_lazer,490
itapiranga,utilidades_domesticas,186
itapirapua,consoles_games,16
itapirapua paulista,cama_mesa_banho,14
itapirapuã,consoles_games,5
itapirapuã paulista,cama_mesa_banho,1
itapissuma,automotivo,16
itapitanga,cama_mesa_banho,13
itapiuna,beleza_saude,14
itapiúna,beleza_saude,4
itapoa,esporte_lazer,134
itapolis,ferramentas_jardim,1127
itapora,beleza_saude,48
itaporanga,esporte_lazer,213
itaporanga d'ajuda,bebes,6
itaporã,beleza_saude,12
itapoá,esporte_lazer,26
itapui,utilidades_domesticas,128
itapura,bebes,33
itapuranga,utilidades_domesticas,94
itapuí,utilidades_domesticas,14
itapé,sinalizacao_e_seguranca,2
itaquaquecetuba,beleza_saude,1651
itaqui,informatica_acessorios,516
itaquirai,construcao_ferramentas_iluminacao,31
itaquiraí,construcao_ferramentas_iluminacao,6
itaquitinga,pet_shop,7
itarana,moveis_escritorio,96
itarantim,esporte_lazer,87
itarare,moveis_decoracao,1683
itararé,moveis_decoracao,243
itarema,cama_mesa_banho,32
itariri,beleza_saude,62
itatiaia,cama_mesa_banho,402
itatiaiucu,moveis_decoracao,37
itatiaiuçu,moveis_decoracao,3
itatiba,esporte_lazer,720
itatiba do sul,informatica_acessorios,12
itatim,beleza_saude,42
itatinga,eletrodomesticos,94
itau,bebes,5
itau de minas,cama_mesa_banho,114
itauba,cool_stuff,36
itaueira,cama_mesa_banho,18
itauna,beleza_saude,1530
itaí,informatica_acessorios,57
itaóca,alimentos_bebidas,3
itaú,bebes,1
itaú de minas,cama_mesa_banho,40
itaúba,cool_stuff,2
itaúna,beleza_saude,355
itinga,esporte_lazer,36
itiquira,automotivo,10
itirapina,beleza_saude,64
itirucu,bebes,21
itiruçu,bebes,5
itiuba,utilidades_domesticas,68
itiúba,utilidades_domesticas,20
itobi,beleza_saude,105
itororo,cama_mesa_banho,76
itororó,cama_mesa_banho,14
itu,cama_mesa_banho,1920
ituacu,ferramentas_jardim,51
ituaçu,ferramentas_jardim,9
itubera,eletrodomesticos,62
ituberá,eletrodomesticos,26
itueta,cama_mesa_banho,32
ituiutaba,informatica_acessorios,2574
itumbiara,cama_mesa_banho,206
itupeva,cama_mesa_banho,1716
itupiranga,beleza_saude,22
ituporanga,cool_stuff,303
iturama,beleza_saude,344
itutinga,moveis_decoracao,11
ituverava,moveis_decoracao,1644
itá,perfumaria,2
itápolis,ferramentas_jardim,161
iuna,cama_mesa_banho,67
ivai,relogios_presentes,15
ivaipora,utilidades_domesticas,182
ivaiporã,utilidades_domesticas,50
ivate,brinquedos,11
ivaté,brinquedos,3
ivaí,relogios_presentes,6
ivinhema,cama_mesa_banho,184
ivora,esporte_lazer,2
ivoti,beleza_saude,266
içara,construcao_ferramentas_iluminacao,138
iúna,cama_mesa_banho,15
jaboatao dos guararapes,beleza_saude,1171
jaboatão dos guararapes,beleza_saude,224
jaboatão dos gurarapes,informatica_acessorios,2
jabora,esporte_lazer,18
jaborandi,cine_foto,24
jaborá,esporte_lazer,4
jaboti,esporte_lazer,30
jaboticabal,beleza_saude,667
jaboticatubas,beleza_saude,58
jacaraci,beleza_saude,19
jacare,cama_mesa_banho,93
jacare (cabreuva),cama_mesa_banho,3
jacareacanga,fashion_bolsas_e_acessorios,9
jacarei,beleza_saude,1134
jacarezinho,eletronicos,384
jacareí,moveis_decoracao,278
jacaré,cama_mesa_banho,12
jacaré (cabreúva),cama_mesa_banho,3
jaci,perfumaria,27
jaciara,bebes,81
jacigua,construcao_ferramentas_ferramentas,4
jacinto,audio,28
jacinto machado,esporte_lazer,49
jacobina,eletronicos,776
jacui,perfumaria,36
jacuizinho,utilidades_domesticas,2
jacunda,telefonia,108
jacundá,telefonia,16
jacupiranga,automotivo,200
jacutinga,moveis_decoracao,580
jacuí,perfumaria,8
jaguapita,eletroportateis,23
jaguapitã,eletroportateis,8
jaguaquara,audio,63
jaguarao,informatica_acessorios,363
jaguarari,moveis_decoracao,6
jaguare,cama_mesa_banho,159
jaguari,cama_mesa_banho,50
jaguariaiva,brinquedos,372
jaguariaíva,brinquedos,66
jaguaribara,beleza_saude,3
jaguaribe,cama_mesa_banho,33
jaguariuna,cama_mesa_banho,3885
jaguariúna,cama_mesa_banho,296
jaguaruana,beleza_saude,32
