geolocation_city,product_category_name,total_orders
nova venecia,cama_mesa_banho,417
nova veneza,telefonia,34
nova venécia,cama_mesa_banho,102
nova vicosa,eletrodomesticos_2,25
nova viçosa,cama_mesa_banho,3
nova xavantina,cama_mesa_banho,285
novais,beleza_saude,14
novo barreiro,esporte_lazer,9
novo brasil,cama_mesa_banho,6
novo cabrais,utilidades_domesticas,3
novo cruzeiro,telefonia,177
novo gama,cool_stuff,56
novo hamburgo,utilidades_domesticas,1155
novo horizonte,cama_mesa_banho,827
novo itacolomi,esporte_lazer,8
novo jardim,informatica_acessorios,5
novo lino,bebes,8
novo machado,cool_stuff,12
novo mundo,moveis_decoracao,7
novo oriente,telefonia,40
novo oriente de minas,telefonia,13
novo oriente do piaui,automotivo,6
novo oriente do piauí,automotivo,1
novo planalto,telefonia,7
novo progresso,moveis_decoracao,153
novo repartimento,beleza_saude,30
novo sao joaquim,bebes,16
novo são joaquim,bebes,1
nucleo bandeirante,ferramentas_jardim,8
nuporanga,automotivo,38
não-me-toque,beleza_saude,45
núcleo bandeirante,beleza_saude,1
ocara,beleza_saude,5
ocaucu,utilidades_domesticas,32
ocauçu,utilidades_domesticas,8
oeiras,beleza_saude,124
oeiras do para,brinquedos,13
oeiras do pará,brinquedos,4
oiapoque,eletronicos,24
olaria,telefonia,2
oleo,ferramentas_jardim,15
olho d agua das cunhas,telefonia,2
olho d agua das flores,bebidas,4
olho d'agua das cunhas,telefonia,20
olho d'agua das flores,bebidas,12
olho d'água das cunhãs,telefonia,12
olho d'água das flores,bebidas,5
olho dágua das cunhãs,telefonia,2
olhos d'agua,beleza_saude,7
olhos d'água,beleza_saude,5
olhos-d agua,beleza_saude,3
olimpia,utilidades_domesticas,1976
olinda,relogios_presentes,404
olindina,brinquedos,19
oliveira,beleza_saude,481
oliveira dos brejinhos,automotivo,42
olímpia,utilidades_domesticas,544
onda verde,casa_construcao,16
oriente,eletronicos,46
orindiuva,automotivo,35
orindiúva,automotivo,15
oriximina,beleza_saude,2
orizania,casa_construcao,11
orizona,cool_stuff,52
orizânia,casa_construcao,1
orlandia,informatica_acessorios,2016
orleans,brinquedos,256
orlândia,informatica_acessorios,387
orobo,cama_mesa_banho,11
orobó,cama_mesa_banho,1
oroco,bebes,18
orocó,bebes,3
oros,brinquedos,14
ortigueira,beleza_saude,46
orós,brinquedos,3
osasco,beleza_saude,5469
oscar bressane,cama_mesa_banho,15
osorio,ferramentas_jardim,1350
osvaldo cruz,beleza_saude,660
osvaldo kroeff,cool_stuff,1
osório,ferramentas_jardim,276
otacilio costa,construcao_ferramentas_construcao,140
otacílio costa,construcao_ferramentas_construcao,24
ourem,informatica_acessorios,9
ouricuri,beleza_saude,244
ourilandia do norte,telefonia,111
ourilândia do norte,telefonia,24
ourinhos,beleza_saude,580
ourizona,automotivo,16
ouro,livros_tecnicos,36
ouro branco,informatica_acessorios,2401
ouro fino,informatica_acessorios,810
ouro preto,moveis_decoracao,3870
ouro preto do oeste,automotivo,92
ouro verde,cama_mesa_banho,28
ouro verde de goias,utilidades_domesticas,5
ouro verde de minas,beleza_saude,12
ouro verde do oeste,eletronicos,30
ouroeste,beleza_saude,150
ourém,informatica_acessorios,2
ouvidor,moveis_decoracao,30
pacaembu,bebes,65
pacaja,telefonia,74
pacajus,cama_mesa_banho,126
pacajá,telefonia,28
pacatuba,casa_conforto,10
paco do lumiar,cama_mesa_banho,90
pacoti,artigos_de_natal,8
pacotuba,alimentos,2
pacuja,moveis_escritorio,12
pacujá,moveis_escritorio,3
padre bernardo,cama_mesa_banho,45
padre carvalho,construcao_ferramentas_construcao,77
padre fialho,cama_mesa_banho,4
padre gonzales,cama_mesa_banho,1
padre paraiso,ferramentas_jardim,28
padre paraíso,ferramentas_jardim,9
paial,automotivo,3
paicandu,automotivo,165
paineiras,beleza_saude,27
pains,casa_construcao,160
paiva,cama_mesa_banho,5
paiçandu,automotivo,36
palestina,automotivo,116
palhano,brinquedos,7
palhoca,moveis_decoracao,895
palhoça,moveis_decoracao,286
palma,beleza_saude,30
palma sola,automotivo,42
palmares,automotivo,77
palmares do sul,beleza_saude,54
palmares paulista,papelaria,52
palmas,beleza_saude,1703
palmeira,ferramentas_jardim,192
palmeira d oeste,utilidades_domesticas,16
palmeira d'oeste,utilidades_domesticas,56
palmeira das missoes,esporte_lazer,456
palmeira das missões,esporte_lazer,92
palmeira doeste,utilidades_domesticas,2
palmeira dos indios,cool_stuff,26
palmeira dos índios,cool_stuff,8
palmeiras,esporte_lazer,15
palmeiras de goias,automotivo,43
palmeiras de goiás,automotivo,8
palminopolis,cool_stuff,6
palminópolis,cool_stuff,3
palmital,cama_mesa_banho,950
palmitinho,beleza_saude,27
palmitos,bebes,55
palmopolis,cool_stuff,25
palmópolis,cool_stuff,2
palotina,informatica_acessorios,312
panambi,esporte_lazer,1145
pancas,moveis_escritorio,29
panelas,beleza_saude,23
panorama,automotivo,54
pantano grande,eletronicos,23
papagaios,telefonia,96
papanduva,beleza_saude,198
papucaia,beleza_saude,159
para de minas,informatica_acessorios,1083
paracambi,cama_mesa_banho,1652
paracatu,cama_mesa_banho,8784
paracuru,beleza_saude,16
paragominas,ferramentas_jardim,111
paraguacu,ferramentas_jardim,448
paraguacu paulista,automotivo,600
paraguaçu,ferramentas_jardim,76
paraguaçu paulista,automotivo,153
parai,brinquedos,26
paraiba do sul,informatica_acessorios,456
paraibano,beleza_saude,20
paraibuna,automotivo,153
paraipaba,beleza_saude,52
paraiso,automotivo,30
paraiso das aguas,telefonia,11
paraiso do norte,utilidades_domesticas,112
paraiso do sul,telefonia,15
paraiso do tocantins,informatica_acessorios,315
paraisopolis,utilidades_domesticas,448
paraisópolis,utilidades_domesticas,88
paraju,informatica_acessorios,1
parambu,telefonia,90
paramirim,informatica_acessorios,99
parana,beleza_saude,12
paranacity,eletrodomesticos,29
paranagua,eletronicos,1006
paranaguá,eletronicos,194
paranaiba,beleza_saude,273
paranaiguara,automotivo,27
paranaita,moveis_decoracao,27
paranapanema,cama_mesa_banho,219
paranapoema,ferramentas_jardim,3
paranapua,beleza_saude,9
paranapuã,beleza_saude,2
paranatinga,beleza_saude,106
paranavai,informatica_acessorios,247
paranavaí,esporte_lazer,45
paranaíba,beleza_saude,75
paranaíta,moveis_decoracao,6
paranhos,ferramentas_jardim,16
paranoa,ferramentas_jardim,3
paranã,beleza_saude,1
paraopeba,cool_stuff,97
parapua,eletrodomesticos,134
parapuã,eletrodomesticos,24
parati,esporte_lazer,1071
paraty,esporte_lazer,483
parauapebas,fashion_esporte,1204
parauna,automotivo,27
paraí,brinquedos,3
paraíba do sul,informatica_acessorios,90
paraíso,automotivo,7
paraíso das águas,telefonia,5
paraíso do norte,utilidades_domesticas,16
paraíso do sul,telefonia,4
paraíso do tocantins,informatica_acessorios,48
paraúna,automotivo,4
pardinho,beleza_saude,58
pareci novo,agro_industria_e_comercio,5
parelhas,beleza_saude,48
paripiranga,bebes,29
paripueira,beleza_saude,9
pariquera-acu,cama_mesa_banho,291
pariquera-açu,cama_mesa_banho,81
parisi,beleza_saude,8
parnaiba,esporte_lazer,97
parnamirim,livros_interesse_geral,459
parnarama,cool_stuff,9
parnaíba,esporte_lazer,28
parobe,cama_mesa_banho,381
parobé,cama_mesa_banho,93
pará de minas,informatica_acessorios,210
passa quatro,consoles_games,166
passa tempo,ferramentas_jardim,27
passa tres,cama_mesa_banho,6
passa três,cama_mesa_banho,1
passagem franca,telefonia,24
passira,ferramentas_jardim,18
passo de camaragibe,telefonia,22
passo de torres,casa_conforto,38
passo fundo,utilidades_domesticas,2263
passos,telefonia,1015
passos maia,beleza_saude,16
pastos bons,automotivo,9
patis,esporte_lazer,5
pato bragado,automotivo,16
pato branco,informatica_acessorios,1329
patos,perfumaria,103
patos de minas,beleza_saude,2638
patrocinio,esporte_lazer,525
patrocinio do muriae,beleza_saude,24
patrocinio paulista,beleza_saude,29
patrocínio,beleza_saude,94
patrocínio do muriaé,beleza_saude,6
patrocínio paulista,beleza_saude,8
patu,eletronicos,14
paty do alferes,beleza_saude,990
pau brasil,moveis_escritorio,48
pau d  arco,cool_stuff,1
pau d'arco,cool_stuff,4
pau dos ferros,relogios_presentes,112
paudalho,brinquedos,35
paula candido,cama_mesa_banho,20
paula freitas,automotivo,22
pauliceia,cama_mesa_banho,144
paulicéia,cama_mesa_banho,16
paulinia,cama_mesa_banho,2273
paulino neves,agro_industria_e_comercio,7
paulista,relogios_presentes,267
paulistana,telefonia,40
paulistania,moveis_decoracao,6
paulistânia,moveis_decoracao,1
paulo afonso,ferramentas_jardim,337
paulo de faria,ferramentas_jardim,141
paulo frontin,fashion_bolsas_e_acessorios,58
paulo jacinto,beleza_saude,7
paulo lopes,cool_stuff,22
paulínia,cama_mesa_banho,595
pavao,cama_mesa_banho,21
pavão,cama_mesa_banho,3
paço do lumiar,cama_mesa_banho,20
peabiru,automotivo,63
pecanha,beleza_saude,43
pederneiras,moveis_decoracao,812
pedra,beleza_saude,14
pedra azul,eletrodomesticos,84
pedra bela,automotivo,18
pedra branca,telefonia,36
pedra do indaia,cool_stuff,6
pedra do indaiá,cool_stuff,1
pedra lavrada,bebes,6
pedra menina,esporte_lazer,1
pedra preta,relogios_presentes,60
pedralva,cool_stuff,80
pedranopolis,automotivo,7
pedrao,beleza_saude,1
pedras altas,cama_mesa_banho,6
pedras de fogo,automotivo,17
pedregulho,esporte_lazer,232
pedreira,informatica_acessorios,1244
pedreiras,brinquedos,195
pedrinhas paulista,artes,19
pedrinopolis,esporte_lazer,52
pedrinópolis,esporte_lazer,8
pedro afonso,automotivo,15
pedro canario,brinquedos,55
pedro canário,brinquedos,15
pedro de toledo,esporte_lazer,105
pedro gomes,esporte_lazer,38
pedro ii,cama_mesa_banho,24
pedro leopoldo,ferramentas_jardim,2616
pedro osorio,informatica_acessorios,58
pedro osório,informatica_acessorios,12
pedro velho,beleza_saude,4
peixe,informatica_acessorios,11
peixoto de azevedo,automotivo,65
pejucara,informatica_acessorios,32
pejuçara,informatica_acessorios,8
pelotas,cama_mesa_banho,3411
penaforte,construcao_ferramentas_seguranca,7
penapolis,esporte_lazer,1202
pendencias,cama_mesa_banho,14
pendências,cama_mesa_banho,2
penedo,beleza_saude,157
penedo (itatiaia),beleza_saude,1
penha,consoles_games,453
pentecoste,beleza_saude,17
penápolis,esporte_lazer,166
pequi,utilidades_domesticas,12
pequizeiro,cool_stuff,9
perdigao,cama_mesa_banho,81
perdigão,cama_mesa_banho,24
perdizes,cama_mesa_banho,120
perdoes,esporte_lazer,380
perdões,esporte_lazer,105
pereira barreto,beleza_saude,408
pereiras,cama_mesa_banho,31
pereiro,casa_conforto,15
periquito,cama_mesa_banho,17
peritiba,informatica_acessorios,13
perobal,relogios_presentes,16
perola,bebes,23
perola d'oeste,consoles_games,9
perola doeste,consoles_games,2
perpetuo socorro,cool_stuff,14
perpétuo socorro,cool_stuff,2
peruibe,cama_mesa_banho,3971
peruíbe,cama_mesa_banho,704
pescador,telefonia,15
pesqueira,cama_mesa_banho,140
petrolandia,esporte_lazer,107
petrolina,beleza_saude,284
petrolândia,esporte_lazer,37
petropolis,informatica_acessorios,1669
petrópolis,cama_mesa_banho,434
peçanha,beleza_saude,6
piacabucu,beleza_saude,8
piacatu,utilidades_domesticas,34
pianco,ferramentas_jardim,14
piancó,ferramentas_jardim,1
piao,perfumaria,2
piata,telefonia,81
piatã,telefonia,6
piau,eletroportateis,6
piaçabuçu,beleza_saude,3
picada cafe,utilidades_domesticas,13
picada café,utilidades_domesticas,1
picarra,beleza_saude,21
picarras,ferramentas_jardim,18
picos,beleza_saude,367
picui,moveis_decoracao,20
picuí,moveis_decoracao,5
piedade,informatica_acessorios,474
piedade de caratinga,moveis_decoracao,75
piedade do rio grande,moveis_escritorio,24
piedade dos gerais,cool_stuff,18
pien,automotivo,18
pilao arcado,telefonia,38
pilar,esporte_lazer,31
pilar do sul,cama_mesa_banho,278
pilão arcado,telefonia,10
pimenta,eletrodomesticos,40
pimenta bueno,brinquedos,186
pimenteiras,beleza_saude,9
pindai,telefonia,11
pindamonhangaba,beleza_saude,632
pindare mirim,informatica_acessorios,38
pindaré mirim,informatica_acessorios,4
pindaré-mirim,informatica_acessorios,6
pindaí,telefonia,1
pindoba,cool_stuff,4
pindobacu,artigos_de_natal,13
pindobaçu,artigos_de_natal,3
pindorama,cama_mesa_banho,54
pindorama do tocantins,relogios_presentes,7
pindoretama,ferramentas_jardim,12
pinhais,moveis_decoracao,899
pinhal da serra,eletronicos,1
pinhalao,cool_stuff,54
pinhalzinho,esporte_lazer,592
pinhalão,cool_stuff,10
pinhao,moveis_decoracao,104
pinheiral,cool_stuff,372
pinheiro,consoles_games,71
pinheiro machado,automotivo,53
pinheiros,automotivo,166
pinhão,moveis_decoracao,18
pintadas,cama_mesa_banho,29
pinto bandeira,beleza_saude,2
pio ix,malas_acessorios,12
pio xii,ferramentas_jardim,15
piquerobi,cama_mesa_banho,19
piquete,automotivo,59
piracaia,moveis_decoracao,1304
piracanjuba,cama_mesa_banho,195
piracema,informatica_acessorios,17
piracicaba,cama_mesa_banho,4404
piracuruca,cool_stuff,43
pirai,moveis_decoracao,285
pirai do norte,esporte_lazer,6
pirai do sul,utilidades_domesticas,213
piraju,casa_conforto,1195
pirajuba,cama_mesa_banho,23
pirajui,ferramentas_jardim,472
pirajuí,ferramentas_jardim,120
pirambu,telefonia,6
piranga,moveis_decoracao,78
pirangi,utilidades_domesticas,118
piranguinho,moveis_decoracao,108
piranhas,bebes,54
pirapetinga,beleza_saude,166
pirapo,cama_mesa_banho,7
pirapora,esporte_lazer,2464
pirapora do bom jesus,beleza_saude,332
pirapozinho,automotivo,360
piraquara,cama_mesa_banho,91
pirassununga,cama_mesa_banho,589
piratini,automotivo,38
piratininga,esporte_lazer,195
piratuba,cama_mesa_banho,41
pirauba,cama_mesa_banho,35
piraí,moveis_decoracao,60
piraí do norte,esporte_lazer,4
piraí do sul,utilidades_domesticas,45
piraúba,cama_mesa_banho,2
pirenopolis,beleza_saude,49
pirenópolis,beleza_saude,11
pires do rio,beleza_saude,276
pires ferreira,telefonia,5
piripa,fashion_bolsas_e_acessorios,15
piripiri,informatica_acessorios,148
piripá,fashion_bolsas_e_acessorios,2
piritiba,cama_mesa_banho,52
pirpirituba,pcs,4
pitanga,cama_mesa_banho,369
pitangueiras,cama_mesa_banho,560
pitangui,utilidades_domesticas,438
pitimbu,eletroportateis,3
pium,informatica_acessorios,10
piuma,esporte_lazer,425
piumhi,utilidades_domesticas,625
piumhii,utilidades_domesticas,490
piçarra,beleza_saude,9
piên,automotivo,7
piúma,esporte_lazer,70
placas,esporte_lazer,18
planaltina,beleza_saude,10
planaltina de goias,eletrodomesticos,2
planaltina do parana,brinquedos,17
planaltina do paraná,brinquedos,1
planaltino,pet_shop,20
planalto,cool_stuff,55
planura,telefonia,51
poa,beleza_saude,482
pocao,telefonia,5
pocao de pedras,utilidades_domesticas,13
pocinhos,esporte_lazer,16
poco fundo,moveis_escritorio,100
poco redondo,esporte_lazer,30
poco verde,automotivo,19
pocoes,automotivo,86
pocoes de paineiras,construcao_ferramentas_construcao,1
pocos de caldas,informatica_acessorios,7559
pocrane,automotivo,34
pojuca,beleza_saude,102
poloni,beleza_saude,35
pombal,cool_stuff,84
pombos,relogios_presentes,24
pomerode,informatica_acessorios,468
pompeia,construcao_ferramentas_construcao,762
pompeu,ferramentas_jardim,324
pompéia,construcao_ferramentas_construcao,138
pompéu,ferramentas_jardim,57
pongai,livros_interesse_geral,40
pongaí,livros_interesse_geral,2
ponta grossa,beleza_saude,1262
ponta pora,construcao_ferramentas_iluminacao,420
ponta porã,construcao_ferramentas_iluminacao,120
pontal,fashion_bolsas_e_acessorios,334
pontal do parana,beleza_saude,216
pontal do paraná,beleza_saude,56
pontalina,casa_construcao,48
pontalinda,alimentos,10
pontao,papelaria,2
ponte alta do norte,cama_mesa_banho,9
ponte nova,esporte_lazer,2604
ponte serrada,eletroportateis,42
pontes e lacerda,automotivo,292
pontes gestal,ferramentas_jardim,22
ponto belo,beleza_saude,18
ponto do marambaia,eletronicos,2
ponto dos volantes,eletronicos,20
ponto novo,informatica_acessorios,34
pontão,papelaria,2
populina,fashion_bolsas_e_acessorios,22
porangaba,automotivo,43
porangatu,telefonia,345
porciuncula,informatica_acessorios,340
porciúncula,informatica_acessorios,72
porecatu,papelaria,204
portalegre,cama_mesa_banho,26
portao,eletronicos,246
porteiras,informatica_acessorios,9
porteirinha,beleza_saude,152
portela,relogios_presentes,7
portelandia,eletrodomesticos,14
porto acre,fashion_calcados,3
porto aelgre,moveis_decoracao,5
porto alegre,cama_mesa_banho,17748
porto alegre do norte,agro_industria_e_comercio,47
porto amazonas,brinquedos,24
porto belo,informatica_acessorios,162
porto calvo,beleza_saude,29
porto de pedras,informatica_acessorios,9
porto dos gauchos,ferramentas_jardim,18
porto dos gaúchos,ferramentas_jardim,3
porto esperidiao,esporte_lazer,21
porto esperidião,esporte_lazer,3
porto estrela,perfumaria,8
porto feliz,cama_mesa_banho,1860
porto ferreira,ferramentas_jardim,2079
porto firme,automotivo,28
porto franco,moveis_decoracao,27
porto grande,ferramentas_jardim,8
porto lucena,moveis_decoracao,13
porto murtinho,telefonia,30
porto nacional,automotivo,188
porto real,cama_mesa_banho,198
porto rico,moveis_decoracao,11
porto seguro,cama_mesa_banho,1917
porto trombetas,beleza_saude,10
porto uniao,automotivo,252
porto união,automotivo,28
porto velho,esporte_lazer,1150
porto xavier,informatica_acessorios,156
portão,eletronicos,69
posse,cool_stuff,402
posto da mata,cama_mesa_banho,36
pote,cool_stuff,31
potengi,automotivo,7
potim,esporte_lazer,50
potiragua,telefonia,105
potiraguá,telefonia,10
potirendaba,beleza_saude,285
potunduva,cama_mesa_banho,1
poté,cool_stuff,5
pouso alegre,utilidades_domesticas,4956
pouso alto,informatica_acessorios,26
pouso novo,malas_acessorios,3
pouso redondo,esporte_lazer,58
poxoreu,beleza_saude,22
poxoréu,beleza_saude,11
poá,beleza_saude,111
poço fundo,moveis_escritorio,40
poço redondo,esporte_lazer,2
poço verde,automotivo,1
poços de caldas,informatica_acessorios,1570
poção,telefonia,4
poção de pedras,utilidades_domesticas,4
poções,automotivo,18
prado,fashion_bolsas_e_acessorios,48
pradopolis,informatica_acessorios,276
prados,brinquedos,32
pradópolis,informatica_acessorios,63
praia grande,cama_mesa_banho,9428
praia grande (fundão) - distrito,utilidades_domesticas,1
praia norte,consoles_games,5
pranchita,ferramentas_jardim,12
prata,cama_mesa_banho,264
pratapolis,esporte_lazer,18
pratápolis,esporte_lazer,10
presidente alves,artigos_de_natal,25
presidente bernardes,moveis_decoracao,150
presidente castello branco,telefonia,10
presidente dutra,esporte_lazer,168
presidente epitacio,beleza_saude,725
presidente epitácio,beleza_saude,180
presidente getulio,esporte_lazer,122
presidente getúlio,esporte_lazer,34
presidente janio quadros,informatica_acessorios,9
presidente juscelino,telefonia,1
presidente kennedy,automotivo,21
presidente kubitschek,informatica_acessorios,8
presidente lucena,telefonia,10
presidente medici,esporte_lazer,30
presidente médici,esporte_lazer,5
presidente nereu,beleza_saude,7
presidente olegario,telefonia,162
presidente olegário,telefonia,45
presidente prudente,moveis_decoracao,1759
presidente tancredo neves,automotivo,17
presidente venceslau,esporte_lazer,2104
primavera,cama_mesa_banho,153
primavera do leste,alimentos,996
primeiro de maio,ferramentas_jardim,108
princesa isabel,utilidades_domesticas,64
progresso,cool_stuff,16
promissao,cama_mesa_banho,1090
promissão,cama_mesa_banho,160
propria,cama_mesa_banho,37
propriá,cama_mesa_banho,5
protasio alves,cama_mesa_banho,3
prudencio thomaz,telefonia_fixa,1
prudente de morais,automotivo,23
prudentopolis,bebes,102
prudentópolis,bebes,14
prudêncio thomaz,telefonia_fixa,2
pugmil,esporte_lazer,1
pureza,fashion_bolsas_e_acessorios,8
purilandia,cool_stuff,3
putinga,beleza_saude,11
puxinana,relogios_presentes,3
pântano grande,eletronicos,2
pérola,bebes,7
pérola d'oeste,consoles_games,7
quadra,eletrodomesticos,7
quarai,fashion_bolsas_e_acessorios,68
quaraí,fashion_bolsas_e_acessorios,24
quata,informatica_acessorios,316
quatigua,cool_stuff,36
quatiguá,cool_stuff,9
quatis,cama_mesa_banho,75
quatituba,relogios_presentes,8
quatro barras,esporte_lazer,348
quatro bocas,agro_industria_e_comercio,6
quatro pontes,informatica_acessorios,20
quatá,informatica_acessorios,80
quedas do iguacu,cama_mesa_banho,206
quedas do iguaçu,cama_mesa_banho,20
queimadas,relogios_presentes,78
queimados,cama_mesa_banho,447
queiroz,fashion_roupa_masculina,18
queixada,informatica_acessorios,2
queluz,moveis_decoracao,27
querencia,automotivo,76
querencia do norte,cama_mesa_banho,26
querência,automotivo,18
querência do norte,cama_mesa_banho,10
quevedos,informatica_acessorios,7
quijingue,automotivo,6
quilombo,alimentos_bebidas,32
quilometro 14 do mutum,moveis_decoracao,2
quinta,cama_mesa_banho,3
quinta do sol,automotivo,21
quintana,audio,54
quipapa,construcao_ferramentas_seguranca,4
quirinopolis,construcao_ferramentas_construcao,474
quirinópolis,construcao_ferramentas_construcao,75
quissama,esporte_lazer,273
quissamã,esporte_lazer,51
quitandinha,esporte_lazer,74
quixabeira,ferramentas_jardim,60
quixabá,bebes,1
quixada,beleza_saude,108
quixadá,beleza_saude,28
quixelo,automotivo,5
quixelô,automotivo,3
quixeramobim,esporte_lazer,112
quixere,utilidades_domesticas,36
rafard,brinquedos,58
rainha do mar,beleza_saude,2
rancharia,cama_mesa_banho,1316
rancho alegre,eletronicos,8
rancho alegre d  oeste,automotivo,1
rancho alegre d'oeste,automotivo,6
rancho queimado,bebes,7
raposo,papelaria,15
raposos,moveis_decoracao,444
raul soares,relogios_presentes,285
ravena,cama_mesa_banho,3
realeza,beleza_saude,68
reboucas,telefonia,126
rebouças,telefonia,36
recanto das emas,cama_mesa_banho,2
rechan,automotivo,7
recife,beleza_saude,5706
recreio,beleza_saude,43
redencao,esporte_lazer,223
redencao da serra,informatica_acessorios,8
redencao do gurgueia,cama_mesa_banho,6
redentora,utilidades_domesticas,22
redenção,esporte_lazer,23
regeneracao,beleza_saude,28
regeneração,beleza_saude,6
regente feijo,esporte_lazer,470
regente feijó,esporte_lazer,110
reginopolis,cama_mesa_banho,25
reginópolis,cama_mesa_banho,7
registro,beleza_saude,2382
remanso,esporte_lazer,59
remigio,informatica_acessorios,7
remígio,informatica_acessorios,2
renascenca,esporte_lazer,27
renascença,esporte_lazer,2
reriutaba,beleza_saude,17
resende,moveis_decoracao,1242
resende costa,automotivo,46
reserva,fashion_roupa_masculina,128
reserva do cabacal,construcao_ferramentas_construcao,12
reserva do iguacu,eletronicos,12
reserva do iguaçu,eletronicos,2
resplendor,ferramentas_jardim,160
ressaquinha,cool_stuff,8
restinga seca,brinquedos,40
retirolandia,moveis_decoracao,16
retirolândia,moveis_decoracao,5
riachao das neves,automotivo,8
riachao do jacuipe,pcs,82
riachinho,construcao_ferramentas_jardim,20
riacho da cruz,perfumaria,6
riacho das almas,esporte_lazer,12
riacho de santana,cama_mesa_banho,76
riacho de santo antonio,relogios_presentes,2
riacho dos machados,cama_mesa_banho,22
riacho fundo,brinquedos,4
riacho fundo 2,artigos_de_festas,1
riachuelo,cama_mesa_banho,6
riachão das neves,automotivo,2
riachão do jacuípe,pcs,16
rialma,cama_mesa_banho,22
rianapolis,cama_mesa_banho,14
rianápolis,cama_mesa_banho,1
ribas do rio pardo,telefonia,31
ribeira,automotivo,14
ribeira do amparo,automotivo,4
ribeira do pombal,audio,95
ribeirao,cama_mesa_banho,31
ribeirao bonito,fashion_bolsas_e_acessorios,74
ribeirao branco,cama_mesa_banho,26
ribeirao cascalheira,fashion_bolsas_e_acessorios,13
ribeirao claro,informatica_acessorios,88
ribeirao das neves,cama_mesa_banho,586
ribeirao do pinhal,cama_mesa_banho,132
ribeirao do sul,moveis_decoracao,36
ribeirao pires,ferramentas_jardim,416
ribeirao preto,cama_mesa_banho,8371
ribeirao vermelho,construcao_ferramentas_jardim,28
ribeiraozinho,cool_stuff,11
ribeiro junqueira,cama_mesa_banho,1
ribeiropolis,eletronicos,15
ribeirão,cama_mesa_banho,8
ribeirão bonito,fashion_bolsas_e_acessorios,4
ribeirão branco,cama_mesa_banho,5
ribeirão cascalheira,fashion_bolsas_e_acessorios,7
ribeirão claro,informatica_acessorios,14
ribeirão das neves,moveis_decoracao,103
ribeirão do pinhal,cama_mesa_banho,21
ribeirão do sul,moveis_decoracao,6
ribeirão pires,cama_mesa_banho,78
ribeirão preto,cama_mesa_banho,2073
ribeirão vermelho,construcao_ferramentas_jardim,8
ribeirãozinho,cool_stuff,2
ribeirópolis,eletronicos,2
rifaina,cool_stuff,22
rincao,industria_comercio_e_negocios,32
rincão,industria_comercio_e_negocios,3
rinopolis,eletronicos,96
rinópolis,eletronicos,28
rio acima,moveis_cozinha_area_de_servico_jantar_e_jardim,114
rio azul,esporte_lazer,66
rio bananal,moveis_decoracao,90
rio bonito,moveis_decoracao,828
rio bonito do iguacu,automotivo,10
rio bonito do iguaçu,automotivo,2
rio bracnco,beleza_saude,4
rio branco,moveis_decoracao,897
rio branco do sul,esporte_lazer,183
rio brilhante,beleza_saude,150
rio casca,beleza_saude,122
rio claro,cama_mesa_banho,4767
rio das antas,beleza_saude,14
rio das flores,informatica_acessorios,62
rio das ostras,relogios_presentes,2921
rio das pedras,beleza_saude,258
rio de contas,beleza_saude,21
rio de janeiro,cama_mesa_banho,119766
"rio de janeiro, rio de janeiro, brasil",ferramentas_jardim,2
rio do antonio,alimentos_bebidas,28
rio do antônio,alimentos_bebidas,2
rio do campo,bebes,20
rio do oeste,cool_stuff,24
rio do pires,cool_stuff,44
rio do sul,moveis_escritorio,568
rio doce,bebidas,18
rio dos cedros,malas_acessorios,20
rio dos indios,malas_acessorios,3
rio espera,market_place,13
rio formoso,automotivo,16
rio fortuna,beleza_saude,18
rio grande,esporte_lazer,1658
rio grande da serra,relogios_presentes,1330
rio grande do piaui,fashion_bolsas_e_acessorios,3
rio grande do piauí,fashion_bolsas_e_acessorios,2
rio janeiro,beleza_saude,5
rio largo,beleza_saude,116
rio manso,bebes,13
rio maria,beleza_saude,72
rio negrinho,bebes,194
rio negro,telefonia,459
rio novo,beleza_saude,114
rio novo do sul,cama_mesa_banho,84
rio paranaiba,perfumaria,208
rio paranaíba,perfumaria,32
rio pardo,esporte_lazer,264
rio pardo de minas,esporte_lazer,118
rio piracicaba,relogios_presentes,100
rio pomba,esporte_lazer,186
rio preto,fashion_bolsas_e_acessorios,19
rio real,relogios_presentes,76
rio rufino,esporte_lazer,6
rio tinto,bebes,16
rio verde,utilidades_domesticas,875
riolandia,moveis_escritorio,36
riolândia,moveis_escritorio,8
riqueza,automotivo,15
ritapolis,eletronicos,22
ritápolis,eletronicos,4
riversul,cama_mesa_banho,23
rj,moveis_decoracao,4
roca sales,automotivo,29
rodeio,automotivo,116
rodeio bonito,beleza_saude,42
rodeiro,cama_mesa_banho,29
rodelas,automotivo,15
rodolfo fernandes,beleza_saude,5
rolandia,cama_mesa_banho,241
rolante,moveis_decoracao,132
rolim de moura,telefonia,231
rolândia,cama_mesa_banho,52
romaria,cool_stuff,7
romelandia,relogios_presentes,10
romelândia,relogios_presentes,1
roncador,cool_stuff,19
ronda alta,moveis_escritorio,175
rondon,esporte_lazer,68
rondon do para,informatica_acessorios,174
rondon do pará,informatica_acessorios,21
rondonopolis,esporte_lazer,909
rondonópolis,esporte_lazer,236
roque gonzales,bebes,16
rosana,eletronicos,38
rosario,automotivo,18
rosario do ivai,relogios_presentes,16
rosario do sul,utilidades_domesticas,812
roseira,beleza_saude,43
rosário,automotivo,3
